index,HeartRate_bpm,Temperature_C,SpO2_percent,MotionLevel,State
7939,130.0,36.6,96.0,2.0,Stress/Panic
7940,123.0,37.0,96.0,3.0,Stress/Panic
7941,126.0,37.2,95.0,4.0,Stress/Panic
7942,115.0,36.9,96.0,2.0,Stress/Panic
7943,112.0,37.1,94.0,4.0,Stress/Panic
7944,121.0,36.7,93.0,2.0,Stress/Panic
7945,130.0,37.0,96.0,3.0,Stress/Panic
7946,111.0,37.0,96.0,4.0,Stress/Panic
7947,109.0,37.2,96.0,2.0,Stress/Panic
7948,125.0,37.1,95.0,4.0,Stress/Panic
7949,106.0,37.2,96.0,4.0,Stress/Panic
7950,126.0,36.8,94.0,2.0,Stress/Panic
7951,110.0,36.7,94.0,2.0,Stress/Panic
7952,109.0,37.2,93.0,2.0,Stress/Panic
7953,112.0,36.8,95.0,4.0,Stress/Panic
7954,128.0,36.6,93.0,3.0,Stress/Panic
7955,123.0,36.7,93.0,4.0,Stress/Panic
7956,117.0,37.2,93.0,5.0,Stress/Panic
7957,109.0,37.1,96.0,2.0,Stress/Panic
7958,126.0,37.1,95.0,2.0,Stress/Panic
7959,103.0,36.8,95.0,4.0,Stress/Panic
7960,123.0,37.0,95.0,2.0,Stress/Panic
7961,117.0,36.9,94.0,3.0,Stress/Panic
7962,129.0,36.7,96.0,2.0,Stress/Panic
7963,109.0,36.9,93.0,2.0,Stress/Panic
7964,127.0,37.0,94.0,5.0,Stress/Panic
7965,102.0,37.0,94.0,3.0,Stress/Panic
7966,106.0,36.7,94.0,4.0,Stress/Panic
7967,101.0,37.2,94.0,4.0,Stress/Panic
7968,112.0,36.9,93.0,2.0,Stress/Panic
7969,122.0,36.7,94.0,5.0,Stress/Panic
7970,125.0,37.2,96.0,2.0,Stress/Panic
7971,109.0,36.8,95.0,2.0,Stress/Panic
7972,101.0,36.6,96.0,5.0,Stress/Panic
7973,122.0,36.8,94.0,5.0,Stress/Panic
7974,122.0,37.0,93.0,3.0,Stress/Panic
7975,113.0,36.5,94.0,2.0,Stress/Panic
7976,101.0,36.5,95.0,2.0,Stress/Panic
7977,116.0,37.1,96.0,4.0,Stress/Panic
7978,114.0,36.9,96.0,5.0,Stress/Panic
7979,115.0,36.5,93.0,4.0,Stress/Panic
7980,124.0,37.1,94.0,2.0,Stress/Panic
7981,101.0,37.1,94.0,5.0,Stress/Panic
7982,106.0,37.1,94.0,4.0,Stress/Panic
7983,115.0,36.6,95.0,2.0,Stress/Panic
7984,114.0,37.2,96.0,5.0,Stress/Panic
7985,111.0,36.9,93.0,4.0,Stress/Panic
7986,126.0,37.1,95.0,3.0,Stress/Panic
7987,116.0,37.1,93.0,2.0,Stress/Panic
7988,124.0,36.7,95.0,4.0,Stress/Panic
7989,122.0,36.6,95.0,4.0,Stress/Panic
7990,109.0,36.9,93.0,4.0,Stress/Panic
7991,117.0,36.9,96.0,5.0,Stress/Panic
7992,105.0,36.9,94.0,4.0,Stress/Panic
7993,120.0,37.1,94.0,4.0,Stress/Panic
7994,114.0,36.6,94.0,3.0,Stress/Panic
7995,124.0,36.9,93.0,2.0,Stress/Panic
7996,128.0,37.0,95.0,5.0,Stress/Panic
7997,118.0,36.6,94.0,3.0,Stress/Panic
7998,105.0,37.0,95.0,2.0,Stress/Panic
7999,107.0,36.7,96.0,5.0,Stress/Panic
8000,102.0,36.5,93.0,2.0,Stress/Panic
8001,102.0,36.7,96.0,5.0,Stress/Panic
8002,119.0,37.1,94.0,4.0,Stress/Panic
8003,108.0,36.7,93.0,5.0,Stress/Panic
8004,114.0,36.9,94.0,4.0,Stress/Panic
8005,116.0,36.9,96.0,4.0,Stress/Panic
8006,127.0,37.0,96.0,5.0,Stress/Panic
8007,127.0,36.8,95.0,2.0,Stress/Panic
8008,106.0,36.6,96.0,3.0,Stress/Panic
8009,119.0,36.6,96.0,4.0,Stress/Panic
8010,111.0,37.0,95.0,5.0,Stress/Panic
8011,121.0,36.5,93.0,2.0,Stress/Panic
8012,105.0,36.9,95.0,3.0,Stress/Panic
8013,122.0,36.8,95.0,2.0,Stress/Panic
8014,101.0,36.6,95.0,5.0,Stress/Panic
8015,108.0,37.0,96.0,2.0,Stress/Panic
8016,114.0,37.1,94.0,2.0,Stress/Panic
8017,118.0,36.8,94.0,4.0,Stress/Panic
8018,108.0,36.7,94.0,4.0,Stress/Panic
8019,108.0,36.9,94.0,2.0,Stress/Panic
8020,126.0,37.1,94.0,5.0,Stress/Panic
8021,126.0,36.8,94.0,3.0,Stress/Panic
8022,119.0,36.7,94.0,4.0,Stress/Panic
8023,110.0,36.5,96.0,4.0,Stress/Panic
8024,101.0,37.0,95.0,2.0,Stress/Panic
8025,124.0,36.9,94.0,2.0,Stress/Panic
8026,124.0,37.1,95.0,3.0,Stress/Panic
8027,103.0,36.5,94.0,4.0,Stress/Panic
8028,128.0,36.6,95.0,3.0,Stress/Panic
8029,119.0,36.7,95.0,3.0,Stress/Panic
8030,127.0,37.0,96.0,4.0,Stress/Panic
8031,100.0,36.7,95.0,4.0,Stress/Panic
8032,130.0,37.1,93.0,2.0,Stress/Panic
8033,102.0,36.9,94.0,2.0,Stress/Panic
8034,111.0,37.0,93.0,3.0,Stress/Panic
8035,119.0,37.0,93.0,3.0,Stress/Panic
8036,111.0,36.9,96.0,5.0,Stress/Panic
8037,130.0,36.5,95.0,2.0,Stress/Panic
8038,103.0,36.7,94.0,5.0,Stress/Panic
8039,117.0,36.8,93.0,4.0,Stress/Panic
8040,104.0,37.1,94.0,5.0,Stress/Panic
8041,128.0,36.7,96.0,3.0,Stress/Panic
8042,125.0,36.7,94.0,4.0,Stress/Panic
8043,103.0,37.2,96.0,4.0,Stress/Panic
8044,117.0,37.1,94.0,2.0,Stress/Panic
8045,121.0,36.8,94.0,2.0,Stress/Panic
8046,112.0,37.1,95.0,4.0,Stress/Panic
8047,105.0,37.1,96.0,3.0,Stress/Panic
8048,124.0,36.8,94.0,3.0,Stress/Panic
8049,100.0,36.9,95.0,2.0,Stress/Panic
8050,126.0,36.5,95.0,4.0,Stress/Panic
8051,109.0,36.6,96.0,5.0,Stress/Panic
8052,116.0,37.1,93.0,5.0,Stress/Panic
8053,128.0,36.7,96.0,3.0,Stress/Panic
8054,105.0,37.0,94.0,5.0,Stress/Panic
8055,100.0,37.2,96.0,3.0,Stress/Panic
8056,119.0,36.8,96.0,5.0,Stress/Panic
8057,103.0,36.6,94.0,3.0,Stress/Panic
8058,124.0,37.1,93.0,3.0,Stress/Panic
8059,123.0,36.6,94.0,3.0,Stress/Panic
8060,112.0,36.7,93.0,5.0,Stress/Panic
8061,118.0,37.2,95.0,2.0,Stress/Panic
8062,102.0,37.2,93.0,3.0,Stress/Panic
8063,107.0,36.8,93.0,4.0,Stress/Panic
8064,110.0,36.9,94.0,2.0,Stress/Panic
8065,100.0,36.5,96.0,3.0,Stress/Panic
8066,124.0,36.6,93.0,4.0,Stress/Panic
8067,109.0,36.8,94.0,2.0,Stress/Panic
8068,107.0,37.0,94.0,3.0,Stress/Panic
8069,120.0,36.7,93.0,5.0,Stress/Panic
8070,130.0,36.6,95.0,2.0,Stress/Panic
8071,125.0,37.1,95.0,5.0,Stress/Panic
8072,126.0,37.0,95.0,5.0,Stress/Panic
8073,126.0,37.2,94.0,4.0,Stress/Panic
8074,121.0,36.6,94.0,2.0,Stress/Panic
8075,118.0,37.2,96.0,5.0,Stress/Panic
8076,120.0,36.7,93.0,5.0,Stress/Panic
8077,112.0,36.7,94.0,2.0,Stress/Panic
8078,120.0,37.2,95.0,5.0,Stress/Panic
8079,118.0,36.7,94.0,5.0,Stress/Panic
8080,124.0,37.0,95.0,4.0,Stress/Panic
8081,108.0,36.7,95.0,4.0,Stress/Panic
8082,114.0,37.0,94.0,5.0,Stress/Panic
8083,104.0,37.1,95.0,2.0,Stress/Panic
8084,101.0,36.8,96.0,2.0,Stress/Panic
8085,123.0,36.9,93.0,5.0,Stress/Panic
8086,120.0,36.6,95.0,2.0,Stress/Panic
8087,129.0,37.1,94.0,4.0,Stress/Panic
8088,105.0,36.5,96.0,4.0,Stress/Panic
8089,128.0,37.0,94.0,4.0,Stress/Panic
8090,106.0,36.7,94.0,2.0,Stress/Panic
8091,120.0,37.1,93.0,5.0,Stress/Panic
8092,124.0,36.9,94.0,5.0,Stress/Panic
8093,127.0,36.6,96.0,3.0,Stress/Panic
8094,102.0,37.0,95.0,5.0,Stress/Panic
8095,115.0,36.9,96.0,3.0,Stress/Panic
8096,130.0,36.9,94.0,3.0,Stress/Panic
8097,123.0,36.6,93.0,3.0,Stress/Panic
8098,121.0,37.0,94.0,2.0,Stress/Panic
8099,117.0,36.6,95.0,5.0,Stress/Panic
8100,102.0,36.7,96.0,2.0,Stress/Panic
8101,107.0,37.1,93.0,5.0,Stress/Panic
8102,107.0,36.9,93.0,4.0,Stress/Panic
8103,107.0,36.6,96.0,5.0,Stress/Panic
8104,102.0,36.8,96.0,2.0,Stress/Panic
8105,124.0,36.5,93.0,4.0,Stress/Panic
8106,115.0,36.9,95.0,5.0,Stress/Panic
8107,104.0,36.7,96.0,4.0,Stress/Panic
8108,126.0,36.9,96.0,3.0,Stress/Panic
8109,107.0,36.7,93.0,5.0,Stress/Panic
8110,128.0,36.6,93.0,3.0,Stress/Panic
8111,117.0,36.9,94.0,4.0,Stress/Panic
8112,123.0,36.6,95.0,5.0,Stress/Panic
8113,116.0,36.6,93.0,4.0,Stress/Panic
8114,107.0,37.0,93.0,5.0,Stress/Panic
8115,103.0,36.8,96.0,3.0,Stress/Panic
8116,103.0,36.8,94.0,2.0,Stress/Panic
8117,102.0,36.7,96.0,2.0,Stress/Panic
8118,111.0,37.0,96.0,3.0,Stress/Panic
8119,116.0,36.5,96.0,3.0,Stress/Panic
8120,118.0,36.6,95.0,5.0,Stress/Panic
8121,104.0,36.7,93.0,5.0,Stress/Panic
8122,113.0,36.8,95.0,2.0,Stress/Panic
8123,126.0,37.1,93.0,2.0,Stress/Panic
8124,107.0,36.7,94.0,5.0,Stress/Panic
8125,100.0,37.2,94.0,5.0,Stress/Panic
8126,130.0,37.1,93.0,3.0,Stress/Panic
8127,130.0,36.5,93.0,5.0,Stress/Panic
8128,105.0,37.1,94.0,5.0,Stress/Panic
8129,110.0,37.0,95.0,5.0,Stress/Panic
8130,121.0,37.1,94.0,2.0,Stress/Panic
8131,130.0,36.6,93.0,5.0,Stress/Panic
8132,115.0,37.1,93.0,3.0,Stress/Panic
8133,106.0,36.7,94.0,5.0,Stress/Panic
8134,120.0,37.1,93.0,4.0,Stress/Panic
8135,107.0,36.6,94.0,5.0,Stress/Panic
8136,113.0,36.9,93.0,3.0,Stress/Panic
8137,123.0,37.0,95.0,3.0,Stress/Panic
8138,102.0,37.0,94.0,5.0,Stress/Panic
8139,127.0,37.1,93.0,2.0,Stress/Panic
8140,127.0,36.6,96.0,5.0,Stress/Panic
8141,119.0,37.0,96.0,5.0,Stress/Panic
8142,115.0,36.9,95.0,5.0,Stress/Panic
8143,102.0,36.8,96.0,5.0,Stress/Panic
8144,130.0,36.6,94.0,4.0,Stress/Panic
8145,118.0,36.5,94.0,4.0,Stress/Panic
8146,121.0,37.1,95.0,5.0,Stress/Panic
8147,117.0,37.2,95.0,2.0,Stress/Panic
8148,101.0,37.1,93.0,5.0,Stress/Panic
8149,102.0,36.6,96.0,4.0,Stress/Panic
8150,109.0,37.0,96.0,5.0,Stress/Panic
8151,120.0,36.8,93.0,4.0,Stress/Panic
8152,117.0,36.6,94.0,4.0,Stress/Panic
8153,126.0,36.7,94.0,2.0,Stress/Panic
8154,112.0,37.1,93.0,2.0,Stress/Panic
8155,124.0,37.1,96.0,5.0,Stress/Panic
8156,104.0,37.0,96.0,3.0,Stress/Panic
8157,126.0,36.6,93.0,4.0,Stress/Panic
8158,111.0,36.7,95.0,4.0,Stress/Panic
8159,106.0,36.8,94.0,3.0,Stress/Panic
8160,102.0,36.8,93.0,2.0,Stress/Panic
8161,115.0,37.1,93.0,4.0,Stress/Panic
8162,120.0,36.7,94.0,4.0,Stress/Panic
8163,104.0,36.8,96.0,4.0,Stress/Panic
8164,105.0,36.7,96.0,2.0,Stress/Panic
8165,100.0,36.5,95.0,2.0,Stress/Panic
8166,121.0,36.7,93.0,3.0,Stress/Panic
8167,101.0,37.2,93.0,4.0,Stress/Panic
8168,117.0,36.7,94.0,3.0,Stress/Panic
8169,128.0,36.7,95.0,3.0,Stress/Panic
8170,128.0,36.8,95.0,2.0,Stress/Panic
8171,114.0,37.0,93.0,5.0,Stress/Panic
8172,114.0,37.2,93.0,2.0,Stress/Panic
8173,111.0,36.7,95.0,3.0,Stress/Panic
8174,119.0,37.0,96.0,2.0,Stress/Panic
8175,126.0,36.6,95.0,3.0,Stress/Panic
8176,119.0,36.9,94.0,4.0,Stress/Panic
8177,127.0,36.6,94.0,5.0,Stress/Panic
8178,118.0,36.8,96.0,2.0,Stress/Panic
8179,125.0,37.1,93.0,4.0,Stress/Panic
8180,119.0,36.9,93.0,2.0,Stress/Panic
8181,34.0,35.8,82.0,1.0,Unconscious
8182,49.0,36.1,88.0,1.0,Unconscious
8183,40.0,36.5,82.0,1.0,Unconscious
8184,35.0,35.3,85.0,0.0,Unconscious
8185,45.0,36.2,83.0,1.0,Unconscious
8186,33.0,36.4,90.0,0.0,Unconscious
8187,34.0,36.3,82.0,1.0,Unconscious
8188,47.0,36.5,81.0,1.0,Unconscious
8189,45.0,35.3,87.0,0.0,Unconscious
8190,39.0,36.4,87.0,1.0,Unconscious
8191,36.0,35.5,89.0,0.0,Unconscious
8192,43.0,35.5,87.0,1.0,Unconscious
8193,47.0,35.9,90.0,1.0,Unconscious
8194,31.0,35.5,89.0,1.0,Unconscious
8195,47.0,35.5,87.0,1.0,Unconscious
8196,35.0,35.5,82.0,1.0,Unconscious
8197,49.0,35.9,86.0,0.0,Unconscious
8198,43.0,35.6,89.0,0.0,Unconscious
8199,47.0,35.1,89.0,1.0,Unconscious
8200,32.0,35.1,80.0,1.0,Unconscious
8201,39.0,35.5,84.0,1.0,Unconscious
8202,47.0,35.8,88.0,1.0,Unconscious
8203,38.0,36.2,88.0,1.0,Unconscious
8204,38.0,35.2,86.0,1.0,Unconscious
8205,41.0,35.9,82.0,0.0,Unconscious
8206,37.0,35.6,83.0,1.0,Unconscious
8207,47.0,36.3,84.0,1.0,Unconscious
8208,50.0,35.5,88.0,0.0,Unconscious
8209,45.0,36.5,90.0,1.0,Unconscious
8210,47.0,35.7,90.0,1.0,Unconscious
8211,33.0,35.3,90.0,1.0,Unconscious
8212,38.0,35.7,87.0,1.0,Unconscious
8213,37.0,35.9,83.0,1.0,Unconscious
8214,45.0,36.0,82.0,0.0,Unconscious
8215,48.0,36.0,84.0,0.0,Unconscious
8216,43.0,36.4,81.0,0.0,Unconscious
8217,31.0,36.2,83.0,1.0,Unconscious
8218,31.0,36.0,90.0,1.0,Unconscious
8219,36.0,36.2,89.0,1.0,Unconscious
8220,33.0,35.6,84.0,0.0,Unconscious
8221,36.0,36.0,80.0,1.0,Unconscious
8222,30.0,35.4,84.0,1.0,Unconscious
8223,48.0,35.2,85.0,0.0,Unconscious
8224,50.0,35.5,86.0,1.0,Unconscious
8225,49.0,35.2,90.0,0.0,Unconscious
8226,50.0,35.6,82.0,1.0,Unconscious
8227,34.0,36.2,90.0,0.0,Unconscious
8228,44.0,36.2,81.0,0.0,Unconscious
8229,39.0,35.3,84.0,0.0,Unconscious
8230,41.0,36.4,84.0,1.0,Unconscious
8231,43.0,36.5,87.0,1.0,Unconscious
8232,42.0,36.1,81.0,1.0,Unconscious
8233,45.0,35.9,90.0,1.0,Unconscious
8234,36.0,35.8,89.0,0.0,Unconscious
8235,33.0,36.0,80.0,1.0,Unconscious
8236,31.0,35.1,87.0,0.0,Unconscious
8237,43.0,35.8,89.0,1.0,Unconscious
8238,44.0,35.6,86.0,1.0,Unconscious
8239,43.0,36.5,84.0,1.0,Unconscious
8240,40.0,35.6,90.0,0.0,Unconscious
8241,30.0,35.3,81.0,0.0,Unconscious
8242,41.0,35.0,80.0,1.0,Unconscious
8243,47.0,35.2,86.0,1.0,Unconscious
8244,41.0,35.2,87.0,1.0,Unconscious
8245,38.0,36.5,87.0,0.0,Unconscious
8246,37.0,35.3,85.0,0.0,Unconscious
8247,49.0,36.3,90.0,0.0,Unconscious
8248,47.0,36.5,83.0,1.0,Unconscious
8249,38.0,36.4,90.0,1.0,Unconscious
8250,50.0,36.3,81.0,1.0,Unconscious
8251,43.0,35.3,87.0,1.0,Unconscious
8252,37.0,35.3,83.0,0.0,Unconscious
8253,41.0,36.4,86.0,0.0,Unconscious
8254,32.0,35.6,80.0,0.0,Unconscious
8255,40.0,35.0,82.0,1.0,Unconscious
8256,35.0,35.5,83.0,1.0,Unconscious
8257,46.0,35.4,83.0,0.0,Unconscious
8258,46.0,36.4,80.0,1.0,Unconscious
8259,38.0,35.5,83.0,1.0,Unconscious
8260,43.0,35.7,85.0,0.0,Unconscious
8261,31.0,36.0,89.0,0.0,Unconscious
8262,41.0,35.8,83.0,1.0,Unconscious
8263,45.0,36.4,80.0,1.0,Unconscious
8264,34.0,35.1,85.0,1.0,Unconscious
8265,44.0,36.2,88.0,0.0,Unconscious
8266,34.0,36.2,83.0,0.0,Unconscious
8267,40.0,36.3,80.0,0.0,Unconscious
8268,36.0,36.3,81.0,0.0,Unconscious
8269,40.0,35.1,84.0,1.0,Unconscious
8270,44.0,35.2,80.0,0.0,Unconscious
8271,39.0,35.2,82.0,0.0,Unconscious
8272,36.0,36.4,82.0,1.0,Unconscious
8273,43.0,35.9,88.0,1.0,Unconscious
8274,33.0,36.1,86.0,1.0,Unconscious
8275,49.0,36.0,90.0,1.0,Unconscious
8276,31.0,36.4,81.0,0.0,Unconscious
8277,30.0,36.2,90.0,0.0,Unconscious
8278,45.0,35.4,86.0,0.0,Unconscious
8279,30.0,35.2,85.0,1.0,Unconscious
8280,46.0,36.2,86.0,0.0,Unconscious
8281,47.0,35.3,82.0,1.0,Unconscious
8282,41.0,36.1,85.0,1.0,Unconscious
8283,50.0,35.8,86.0,1.0,Unconscious
8284,32.0,35.2,89.0,1.0,Unconscious
8285,37.0,36.0,89.0,0.0,Unconscious
8286,49.0,35.9,90.0,0.0,Unconscious
8287,39.0,35.7,88.0,1.0,Unconscious
8288,38.0,35.5,90.0,1.0,Unconscious
8289,30.0,36.4,83.0,1.0,Unconscious
8290,47.0,35.6,87.0,0.0,Unconscious
8291,50.0,35.3,84.0,1.0,Unconscious
8292,39.0,35.8,86.0,0.0,Unconscious
8293,49.0,35.5,89.0,1.0,Unconscious
8294,36.0,36.1,81.0,1.0,Unconscious
8295,32.0,35.6,87.0,0.0,Unconscious
8296,49.0,35.4,80.0,1.0,Unconscious
8297,36.0,35.3,88.0,1.0,Unconscious
8298,41.0,36.2,88.0,1.0,Unconscious
8299,48.0,36.4,90.0,0.0,Unconscious
8300,39.0,36.4,80.0,0.0,Unconscious
8301,42.0,35.1,87.0,1.0,Unconscious
8302,36.0,36.0,84.0,1.0,Unconscious
8303,32.0,35.7,87.0,1.0,Unconscious
8304,37.0,35.2,86.0,1.0,Unconscious
8305,43.0,36.3,87.0,1.0,Unconscious
8306,50.0,35.9,87.0,1.0,Unconscious
8307,34.0,35.0,84.0,1.0,Unconscious
8308,35.0,36.1,86.0,0.0,Unconscious
8309,44.0,36.2,88.0,0.0,Unconscious
8310,32.0,35.5,86.0,1.0,Unconscious
8311,49.0,35.2,83.0,1.0,Unconscious
8312,38.0,36.2,86.0,1.0,Unconscious
8313,43.0,35.9,82.0,1.0,Unconscious
8314,35.0,35.2,85.0,0.0,Unconscious
8315,35.0,36.3,86.0,1.0,Unconscious
8316,33.0,35.2,87.0,0.0,Unconscious
8317,40.0,35.3,88.0,1.0,Unconscious
8318,32.0,36.1,83.0,1.0,Unconscious
8319,36.0,36.2,81.0,0.0,Unconscious
8320,32.0,35.9,82.0,0.0,Unconscious
8321,33.0,35.2,82.0,1.0,Unconscious
8322,40.0,35.9,88.0,1.0,Unconscious
8323,30.0,36.5,86.0,1.0,Unconscious
8324,36.0,35.1,80.0,1.0,Unconscious
8325,40.0,35.2,90.0,1.0,Unconscious
8326,46.0,35.7,86.0,1.0,Unconscious
8327,43.0,35.5,90.0,0.0,Unconscious
8328,47.0,35.3,81.0,0.0,Unconscious
8329,46.0,36.2,90.0,0.0,Unconscious
8330,49.0,36.2,83.0,1.0,Unconscious
8331,32.0,36.3,89.0,1.0,Unconscious
8332,37.0,36.0,86.0,0.0,Unconscious
8333,33.0,35.3,82.0,1.0,Unconscious
8334,43.0,36.4,89.0,1.0,Unconscious
8335,41.0,36.2,87.0,1.0,Unconscious
8336,39.0,35.8,85.0,0.0,Unconscious
8337,44.0,36.1,81.0,0.0,Unconscious
8338,43.0,35.8,88.0,1.0,Unconscious
8339,31.0,35.5,83.0,1.0,Unconscious
8340,47.0,35.8,83.0,1.0,Unconscious
8341,43.0,35.4,87.0,1.0,Unconscious
8342,41.0,36.0,84.0,0.0,Unconscious
8343,43.0,35.0,81.0,1.0,Unconscious
8344,47.0,35.4,90.0,0.0,Unconscious
8345,34.0,35.9,87.0,0.0,Unconscious
8346,36.0,36.0,89.0,1.0,Unconscious
8347,34.0,36.4,88.0,1.0,Unconscious
8348,46.0,36.5,80.0,0.0,Unconscious
8349,48.0,36.1,81.0,0.0,Unconscious
8350,50.0,36.0,89.0,1.0,Unconscious
8351,32.0,36.4,90.0,0.0,Unconscious
8352,37.0,36.1,84.0,0.0,Unconscious
8353,33.0,35.3,90.0,0.0,Unconscious
8354,42.0,35.3,86.0,0.0,Unconscious
8355,39.0,35.8,90.0,1.0,Unconscious
8356,48.0,35.3,80.0,0.0,Unconscious
8357,49.0,36.3,89.0,1.0,Unconscious
8358,41.0,35.8,84.0,1.0,Unconscious
8359,36.0,36.5,80.0,0.0,Unconscious
8360,40.0,36.4,86.0,0.0,Unconscious
8361,48.0,35.2,84.0,1.0,Unconscious
8362,38.0,36.4,87.0,1.0,Unconscious
8363,38.0,35.0,84.0,0.0,Unconscious
8364,43.0,36.1,80.0,0.0,Unconscious
8365,33.0,36.0,81.0,1.0,Unconscious
8366,47.0,35.6,85.0,1.0,Unconscious
8367,49.0,35.2,85.0,1.0,Unconscious
8368,46.0,35.7,87.0,1.0,Unconscious
8369,38.0,35.3,87.0,0.0,Unconscious
8370,41.0,35.0,85.0,1.0,Unconscious
8371,38.0,35.9,90.0,0.0,Unconscious
8372,45.0,35.6,83.0,0.0,Unconscious
8373,47.0,35.8,84.0,1.0,Unconscious
8374,41.0,36.5,81.0,0.0,Unconscious
8375,50.0,35.3,89.0,0.0,Unconscious
8376,36.0,35.3,86.0,1.0,Unconscious
8377,49.0,35.2,86.0,0.0,Unconscious
8378,37.0,35.6,82.0,1.0,Unconscious
8379,47.0,35.6,83.0,1.0,Unconscious
8380,46.0,35.3,81.0,0.0,Unconscious
8381,41.0,35.1,89.0,0.0,Unconscious
8382,42.0,35.4,82.0,0.0,Unconscious
8383,32.0,36.0,82.0,1.0,Unconscious
8384,41.0,35.5,81.0,0.0,Unconscious
8385,30.0,35.3,88.0,0.0,Unconscious
8386,48.0,36.4,85.0,0.0,Unconscious
8387,41.0,36.1,86.0,0.0,Unconscious
8388,47.0,35.6,83.0,1.0,Unconscious
8389,35.0,35.5,80.0,1.0,Unconscious
8390,33.0,36.1,84.0,0.0,Unconscious
8391,32.0,35.9,82.0,0.0,Unconscious
8392,45.0,36.2,85.0,1.0,Unconscious
8393,49.0,36.0,80.0,0.0,Unconscious
8394,49.0,35.4,85.0,0.0,Unconscious
8395,31.0,35.6,87.0,1.0,Unconscious
8396,48.0,35.4,90.0,1.0,Unconscious
8397,39.0,35.4,90.0,1.0,Unconscious
8398,42.0,35.9,89.0,1.0,Unconscious
8399,42.0,36.0,81.0,0.0,Unconscious
8400,43.0,35.1,85.0,0.0,Unconscious
8401,43.0,35.8,88.0,1.0,Unconscious
8402,37.0,35.5,89.0,0.0,Unconscious
8403,50.0,36.2,81.0,0.0,Unconscious
8404,32.0,36.1,83.0,0.0,Unconscious
8405,36.0,35.9,84.0,1.0,Unconscious
8406,33.0,35.0,81.0,0.0,Unconscious
8407,39.0,35.8,81.0,1.0,Unconscious
8408,34.0,35.5,83.0,0.0,Unconscious
8409,34.0,36.0,88.0,1.0,Unconscious
8410,43.0,36.3,89.0,1.0,Unconscious
8411,33.0,36.1,89.0,1.0,Unconscious
8412,31.0,35.2,80.0,1.0,Unconscious
8413,45.0,35.4,80.0,0.0,Unconscious
8414,37.0,35.0,87.0,1.0,Unconscious
8415,42.0,35.6,82.0,0.0,Unconscious
8416,34.0,35.8,85.0,1.0,Unconscious
8417,37.0,36.1,88.0,0.0,Unconscious
8418,40.0,35.5,86.0,0.0,Unconscious
8419,35.0,36.1,80.0,0.0,Unconscious
8420,38.0,36.0,90.0,0.0,Unconscious
8421,43.0,35.2,83.0,1.0,Unconscious
8422,32.0,35.2,80.0,1.0,Unconscious
8423,34.0,36.0,84.0,0.0,Unconscious
8424,50.0,35.2,86.0,0.0,Unconscious
8425,37.0,36.0,85.0,1.0,Unconscious
8426,45.0,35.0,90.0,1.0,Unconscious
8427,34.0,35.1,85.0,0.0,Unconscious
8428,45.0,36.0,86.0,0.0,Unconscious
8429,47.0,35.6,90.0,0.0,Unconscious
8430,40.0,35.5,90.0,1.0,Unconscious
8431,37.0,35.6,82.0,0.0,Unconscious
8432,33.0,35.5,87.0,0.0,Unconscious
8433,50.0,35.1,87.0,0.0,Unconscious
8434,32.0,35.0,88.0,1.0,Unconscious
8435,38.0,35.1,84.0,1.0,Unconscious
8436,40.0,35.1,88.0,1.0,Unconscious
8437,45.0,36.5,89.0,0.0,Unconscious
8438,32.0,36.0,81.0,0.0,Unconscious
8439,43.0,35.1,87.0,1.0,Unconscious
8440,45.0,36.5,80.0,1.0,Unconscious
8441,44.0,35.9,86.0,0.0,Unconscious
8442,34.0,36.1,82.0,0.0,Unconscious
8443,40.0,35.2,88.0,0.0,Unconscious
8444,44.0,36.2,82.0,0.0,Unconscious
8445,49.0,35.7,82.0,0.0,Unconscious
8446,47.0,35.3,82.0,1.0,Unconscious
8447,33.0,35.1,83.0,1.0,Unconscious
8448,47.0,35.8,85.0,1.0,Unconscious
8449,37.0,35.6,87.0,0.0,Unconscious
8450,43.0,35.1,85.0,0.0,Unconscious
8451,49.0,36.2,80.0,1.0,Unconscious
8452,43.0,36.4,90.0,1.0,Unconscious
8453,36.0,35.7,87.0,1.0,Unconscious
8454,43.0,36.0,90.0,0.0,Unconscious
8455,50.0,36.1,85.0,1.0,Unconscious
8456,48.0,36.4,81.0,1.0,Unconscious
8457,30.0,35.2,89.0,0.0,Unconscious
8458,32.0,36.4,89.0,0.0,Unconscious
8459,45.0,35.1,90.0,1.0,Unconscious
8460,31.0,36.3,86.0,0.0,Unconscious
8461,32.0,36.2,83.0,0.0,Unconscious
8462,30.0,36.1,87.0,1.0,Unconscious
8463,31.0,35.1,88.0,0.0,Unconscious
8464,32.0,36.4,87.0,1.0,Unconscious
8465,50.0,36.2,90.0,0.0,Unconscious
8466,38.0,35.3,84.0,1.0,Unconscious
8467,50.0,35.4,83.0,1.0,Unconscious
8468,48.0,35.2,84.0,1.0,Unconscious
8469,40.0,35.5,89.0,0.0,Unconscious
8470,33.0,36.1,82.0,0.0,Unconscious
8471,34.0,35.8,85.0,0.0,Unconscious
8472,37.0,35.3,83.0,1.0,Unconscious
8473,36.0,35.8,83.0,0.0,Unconscious
8474,39.0,35.7,81.0,0.0,Unconscious
8475,37.0,35.4,87.0,0.0,Unconscious
8476,38.0,36.0,90.0,0.0,Unconscious
8477,38.0,36.0,89.0,1.0,Unconscious
