HeartRate_bpm,Temperature_C,SpO2_percent,MotionLevel,State
61,36.5,86,0,Hypoxia
93,36.3,78,1,Hypoxia
110,37.4,96,1,Post-Workout
111,37.3,98,1,Post-Workout
113,37.4,99,3,Post-Workout
119,37.1,96,1,Post-Workout
94,37.4,96,3,Post-Workout
119,37.1,97,3,Post-Workout
113,37.3,98,1,Post-Workout
94,37.2,100,2,Post-Workout
112,37.4,99,3,Post-Workout
110,37.3,98,1,Post-Workout
62,36.8,99,0,Meditation
50,36.9,97,1,Meditation
70,36.7,97,0,Meditation
53,36.9,97,0,Meditation
65,36.7,96,0,Meditation
53,36.8,100,1,Meditation
68,36.6,95,0,Meditation
64,36.7,100,1,Meditation
50,36.5,95,0,Meditation
51,36.8,98,1,Meditation
92,36,74,0,Hypoxia
81,36.1,82,2,Hypoxia
84,36.1,79,0,Hypoxia
60,36.4,70,1,Hypoxia
60,36.4,78,2,Hypoxia
85,36,90,1,Hypoxia
64,36.5,78,0,Hypoxia
98,36.5,85,2,Hypoxia
67,36.8,75,2,Hypoxia
82,36.4,86,0,Hypoxia
97,37.2,100,2,Post-Workout
95,37.3,95,3,Post-Workout
109,37.4,98,3,Post-Workout
115,37.4,95,1,Post-Workout
108,37.4,98,1,Post-Workout
96,37.3,100,2,Post-Workout
113,37,98,3,Post-Workout
120,37,99,3,Post-Workout
93,37.3,99,1,Post-Workout
107,37.1,100,3,Post-Workout
64,36.9,97,1,Meditation
53,36.9,100,1,Meditation
50,36.7,100,0,Meditation
53,36.5,95,0,Meditation
57,36.9,97,0,Meditation
53,36.9,95,0,Meditation
66,36.9,97,0,Meditation
67,36.6,100,0,Meditation
58,36.7,96,0,Meditation
66,36.5,96,1,Meditation
72,36.8,98,2,Awake/Idle
77,36.9,96,1,Awake/Idle
73,36.9,99,1,Awake/Idle
74,36.7,95,2,Awake/Idle
72,36.7,99,3,Awake/Idle
69,36.8,98,1,Awake/Idle
79,36.9,95,3,Awake/Idle
75,36.6,97,1,Awake/Idle
75,36.8,98,2,Awake/Idle
75,36.7,99,3,Awake/Idle
136,37.3,94,8,Running
121,37.3,94,8,Running
165,37.5,96,8,Running
138,37.5,97,10,Running
139,37.4,92,8,Running
154,37.9,98,8,Running
127,37.3,95,8,Running
132,37.2,92,8,Running
168,37.9,97,10,Running
169,37.1,97,9,Running
117,37,94,4,Stress/Panic
123,37,94,3,Stress/Panic
101,36.6,96,5,Stress/Panic
106,36.8,95,5,Stress/Panic
118,36.7,95,3,Stress/Panic
118,37,95,5,Stress/Panic
121,37,95,4,Stress/Panic
120,36.5,95,5,Stress/Panic
101,37,96,3,Stress/Panic
103,37.1,96,3,Stress/Panic
122,36.6,93,2,Stress/Panic
120,36.7,96,4,Stress/Panic
106,37.1,96,5,Stress/Panic
116,36.9,94,5,Stress/Panic
103,36.9,96,5,Stress/Panic
124,36.7,93,2,Stress/Panic
108,36.8,96,5,Stress/Panic
122,36.6,96,2,Stress/Panic
130,37,95,4,Stress/Panic
111,36.9,96,2,Stress/Panic
128,37.4,97,10,Running
172,37.9,96,10,Running
175,37.8,97,8,Running
153,37.8,94,8,Running
138,37.6,95,10,Running
129,37,97,10,Running
144,37.2,94,10,Running
128,37.6,96,10,Running
151,37,97,10,Running
173,37.6,96,10,Running
55,36.4,98,0,Sleeping
57,36.4,99,0,Sleeping
61,36.2,97,1,Sleeping
56,36.3,95,0,Sleeping
55,36.6,96,1,Sleeping
52,36,100,1,Sleeping
54,36.2,100,0,Sleeping
63,36.5,100,1,Sleeping
61,36,95,1,Sleeping
56,36.5,96,0,Sleeping
39,36.2,88,1,Unconscious
43,36.2,82,1,Unconscious
45,36.2,83,0,Unconscious
40,36.4,81,1,Unconscious
38,35.3,88,1,Unconscious
50,35.7,80,0,Unconscious
33,36.4,88,0,Unconscious
39,35.6,87,0,Unconscious
49,35.3,90,1,Unconscious
45,35.8,89,0,Unconscious
93,36.9,72,1,Hypoxia
62,36.4,73,2,Hypoxia
70,36.1,86,0,Hypoxia
99,36.9,78,2,Hypoxia
60,36.4,72,1,Hypoxia
75,36.9,76,0,Hypoxia
83,36.5,90,0,Hypoxia
66,36.1,70,2,Hypoxia
68,36.4,77,1,Hypoxia
65,36.9,80,2,Hypoxia
90,37.3,97,3,Post-Workout
108,37.2,97,2,Post-Workout
112,37.2,98,2,Post-Workout
108,37.3,99,3,Post-Workout
94,37.2,96,3,Post-Workout
115,37.4,98,3,Post-Workout
100,37.1,98,2,Post-Workout
97,37.1,95,2,Post-Workout
104,37.3,96,1,Post-Workout
97,37,96,1,Post-Workout
51,35.8,92,0,Fainting
33,36.4,87,0,Fainting
58,35.5,90,1,Fainting
42,36,93,1,Fainting
59,36.2,88,1,Fainting
50,35.8,89,0,Fainting
54,36.4,91,1,Fainting
48,35.5,91,1,Fainting
59,35.9,94,0,Fainting
47,35.8,87,1,Fainting
56,36.7,97,0,Sleeping
58,36.2,96,1,Sleeping
56,36.2,96,1,Sleeping
59,36.2,98,1,Sleeping
53,36.7,100,0,Sleeping
64,36.2,98,0,Sleeping
60,36.4,96,1,Sleeping
51,36.1,95,0,Sleeping
56,36.4,100,1,Sleeping
62,36,100,0,Sleeping
58,36.8,98,1,Meditation
53,36.7,96,1,Meditation
61,36.5,96,1,Meditation
61,36.8,97,0,Meditation
67,36.8,99,1,Meditation
65,36.6,98,1,Meditation
60,36.6,98,0,Meditation
65,36.8,100,0,Meditation
63,36.9,96,0,Meditation
66,36.5,95,0,Meditation
143,38,98,10,Running
129,37.7,94,9,Running
164,37.6,96,10,Running
168,37.5,92,8,Running
154,37.4,93,8,Running
141,37.2,94,10,Running
164,37.4,96,8,Running
139,37.6,94,9,Running
167,37.7,94,9,Running
141,38,95,8,Running
32,36.1,83,1,Unconscious
40,35.3,88,1,Unconscious
36,36.2,81,0,Unconscious
32,35.9,82,0,Unconscious
35,35.2,85,0,Unconscious
43,35.9,82,1,Unconscious
33,35.2,87,0,Unconscious
35,36.3,86,1,Unconscious
49,35.2,83,1,Unconscious
38,36.2,86,1,Unconscious
60,36.8,98,0,Meditation
65,36.6,96,1,Meditation
62,36.7,100,0,Meditation
57,36.7,95,1,Meditation
68,36.7,95,0,Meditation
59,36.5,96,0,Meditation
59,36.6,99,0,Meditation
50,36.8,99,1,Meditation
56,36.9,97,0,Meditation
69,36.6,98,0,Meditation
84,36.8,82,1,Hypoxia
70,36.8,74,1,Hypoxia
76,36.6,72,1,Hypoxia
86,36.8,83,2,Hypoxia
80,36,80,1,Hypoxia
81,36.4,87,1,Hypoxia
93,37,70,0,Hypoxia
86,36.4,75,0,Hypoxia
62,36.4,90,1,Hypoxia
83,37,77,2,Hypoxia
63,36.1,73,1,Hypoxia
91,36.6,70,0,Hypoxia
64,36.6,91,0,Hypoxia
64,36.6,75,2,Hypoxia
82,36.6,70,2,Hypoxia
97,36.7,70,1,Hypoxia
78,36.8,81,1,Hypoxia
85,36.2,85,1,Hypoxia
84,36.4,91,0,Hypoxia
98,36.6,70,1,Hypoxia
63,36,97,0,Sleeping
55,36,97,0,Sleeping
55,36.7,95,0,Sleeping
61,36.3,95,0,Sleeping
55,36.6,100,1,Sleeping
51,36.6,97,1,Sleeping
61,36.7,99,1,Sleeping
51,36.3,100,0,Sleeping
51,36.2,95,0,Sleeping
54,36,98,0,Sleeping
57,35.5,95,0,Fainting
55,35.6,87,1,Fainting
53,35.7,90,0,Fainting
60,35.9,91,1,Fainting
44,35.5,88,1,Fainting
40,36.2,94,0,Fainting
32,35.6,89,1,Fainting
59,36.2,91,0,Fainting
48,35.9,94,1,Fainting
45,36.4,85,1,Fainting
112,36.7,94,2,Stress/Panic
120,37.2,95,5,Stress/Panic
118,37.2,96,5,Stress/Panic
120,36.7,93,5,Stress/Panic
126,37,95,5,Stress/Panic
125,37.1,95,5,Stress/Panic
121,36.6,94,2,Stress/Panic
126,37.2,94,4,Stress/Panic
124,37,95,4,Stress/Panic
118,36.7,94,5,Stress/Panic
120,37.5,94,10,Seizure
119,36.6,90,9,Seizure
129,36.7,95,9,Seizure
103,37.4,94,10,Seizure
127,36.8,89,9,Seizure
103,36.6,95,10,Seizure
134,37,95,9,Seizure
132,37.3,95,10,Seizure
136,37.4,88,10,Seizure
113,37.1,92,9,Seizure
46,35.1,84,1,Unconscious
48,36.1,83,1,Unconscious
49,35.6,89,0,Unconscious
41,36.3,90,0,Unconscious
41,36.4,86,0,Unconscious
48,35.3,83,1,Unconscious
38,35.7,87,0,Unconscious
39,36.4,84,0,Unconscious
32,35.5,86,0,Unconscious
48,35.9,85,0,Unconscious
100,37.4,97,3,Post-Workout
94,37.3,97,1,Post-Workout
102,37.4,96,3,Post-Workout
99,37,98,1,Post-Workout
107,37.3,100,2,Post-Workout
120,37,98,1,Post-Workout
99,37.5,97,2,Post-Workout
120,37.5,96,2,Post-Workout
96,37.4,96,2,Post-Workout
93,37.1,97,1,Post-Workout
120,37.3,95,1,Post-Workout
97,37.2,100,2,Post-Workout
106,37,99,3,Post-Workout
116,37.4,97,1,Post-Workout
96,37,96,3,Post-Workout
107,37.1,100,1,Post-Workout
95,37.1,95,1,Post-Workout
108,37.1,96,2,Post-Workout
105,37.3,99,2,Post-Workout
94,37.3,97,3,Post-Workout
57,36.7,98,0,Meditation
69,36.8,98,1,Meditation
60,36.6,99,0,Meditation
69,36.8,99,0,Meditation
68,36.6,96,0,Meditation
70,36.9,96,0,Meditation
58,36.8,98,1,Meditation
67,36.8,98,0,Meditation
62,36.7,99,0,Meditation
54,36.8,95,0,Meditation
93,37,96,4,Walking
110,37,99,7,Walking
80,37,99,5,Walking
82,37.2,99,4,Walking
89,37.2,99,6,Walking
85,36.8,100,6,Walking
100,36.9,96,6,Walking
85,37,97,4,Walking
81,37.2,100,4,Walking
110,37,100,6,Walking
56,36.9,97,1,Meditation
64,36.7,95,1,Meditation
51,36.7,98,0,Meditation
63,36.6,100,0,Meditation
55,36.7,95,1,Meditation
51,36.8,98,1,Meditation
53,36.6,100,0,Meditation
69,36.6,96,1,Meditation
53,36.8,97,1,Meditation
68,36.7,100,1,Meditation
99,37.1,96,6,Walking
103,37,95,5,Walking
98,36.9,97,7,Walking
85,36.9,99,5,Walking
98,36.7,97,6,Walking
89,37,99,6,Walking
108,37.1,97,4,Walking
84,36.8,98,6,Walking
100,37,98,6,Walking
103,37.1,100,4,Walking
39,36,81,1,Unconscious
35,35.1,85,0,Unconscious
44,36.3,80,0,Unconscious
31,36.3,80,1,Unconscious
32,35.9,80,0,Unconscious
34,35.2,83,1,Unconscious
38,35.9,85,0,Unconscious
37,35.3,90,0,Unconscious
36,35.6,86,1,Unconscious
31,35.6,87,1,Unconscious
92,36.7,99,7,Walking
102,36.8,95,4,Walking
109,36.9,96,4,Walking
97,37.1,95,7,Walking
89,36.9,97,4,Walking
89,37.2,98,5,Walking
100,36.9,97,4,Walking
97,36.7,100,5,Walking
110,36.9,100,6,Walking
80,36.7,97,7,Walking
61,36.7,95,3,Awake/Idle
68,36.8,100,2,Awake/Idle
68,36.9,97,3,Awake/Idle
70,36.7,97,1,Awake/Idle
66,36.6,99,1,Awake/Idle
69,36.9,96,2,Awake/Idle
65,36.8,98,3,Awake/Idle
66,36.6,96,2,Awake/Idle
76,36.8,99,2,Awake/Idle
77,36.5,99,1,Awake/Idle
168,37.6,97,8,Running
130,37.9,93,8,Running
151,37.7,97,10,Running
135,37.6,94,10,Running
128,37.1,92,8,Running
148,37.6,93,9,Running
172,37.5,93,9,Running
151,37.5,92,8,Running
125,37.4,93,9,Running
138,37.9,98,10,Running
102,36.9,94,4,Stress/Panic
101,36.9,93,4,Stress/Panic
107,36.8,93,2,Stress/Panic
114,36.6,94,2,Stress/Panic
123,36.7,93,4,Stress/Panic
102,37.1,95,5,Stress/Panic
104,36.9,95,3,Stress/Panic
104,36.8,96,4,Stress/Panic
105,36.6,94,5,Stress/Panic
125,36.6,96,2,Stress/Panic
174,37.9,96,8,Running
177,37.9,97,8,Running
154,37.2,93,10,Running
126,37.5,98,9,Running
126,37.8,93,9,Running
159,37.3,95,9,Running
164,37.9,96,10,Running
171,37.2,98,9,Running
134,37.4,97,10,Running
170,37.5,96,8,Running
58,36.1,96,0,Sleeping
60,36.5,95,0,Sleeping
63,36.1,97,0,Sleeping
63,36.1,100,0,Sleeping
51,36,97,1,Sleeping
54,36.3,96,1,Sleeping
61,36.6,97,0,Sleeping
57,36.4,96,1,Sleeping
62,36.1,98,0,Sleeping
58,36.7,97,0,Sleeping
128,37.6,92,10,Running
174,37.3,98,10,Running
154,37,93,10,Running
121,38,93,8,Running
147,37.4,94,9,Running
179,37.5,97,9,Running
169,37.1,93,8,Running
137,37.5,94,10,Running
134,37.8,95,8,Running
128,37.6,96,9,Running
72,36.4,78,1,Hypoxia
64,36.4,73,0,Hypoxia
89,36.2,91,1,Hypoxia
86,36.6,78,2,Hypoxia
60,36.1,75,0,Hypoxia
60,36.5,85,0,Hypoxia
91,36.2,88,1,Hypoxia
71,36.9,90,1,Hypoxia
60,36.5,73,1,Hypoxia
72,36.5,79,0,Hypoxia
64,36.4,100,1,Sleeping
52,36.5,98,0,Sleeping
60,36.2,95,1,Sleeping
57,36.4,96,1,Sleeping
50,36.5,96,1,Sleeping
51,36.4,98,0,Sleeping
56,36.4,99,0,Sleeping
58,36.1,96,1,Sleeping
58,36.5,100,0,Sleeping
57,36.6,95,0,Sleeping
41,36.5,88,1,Unconscious
45,36.1,89,1,Unconscious
44,36.4,83,1,Unconscious
38,35.3,83,1,Unconscious
45,36.1,82,1,Unconscious
41,35.9,84,0,Unconscious
33,36.5,81,1,Unconscious
39,36.1,82,0,Unconscious
47,35,85,1,Unconscious
44,36.4,85,0,Unconscious
91,36,91,1,Hypoxia
60,36.4,78,2,Hypoxia
92,36.7,73,2,Hypoxia
62,36.7,71,2,Hypoxia
88,36.5,91,0,Hypoxia
63,37,74,1,Hypoxia
87,36.5,85,0,Hypoxia
98,36.9,80,2,Hypoxia
93,36.2,84,0,Hypoxia
88,36.8,83,2,Hypoxia
63,36.9,98,1,Awake/Idle
62,36.9,95,3,Awake/Idle
61,36.9,98,3,Awake/Idle
73,36.8,95,1,Awake/Idle
70,37,98,3,Awake/Idle
77,36.7,98,3,Awake/Idle
69,36.7,97,2,Awake/Idle
62,36.6,95,1,Awake/Idle
63,36.5,98,2,Awake/Idle
60,37,100,2,Awake/Idle
131,37.8,92,8,Running
129,38,94,8,Running
127,37.1,92,8,Running
135,37.6,97,10,Running
160,37.6,92,9,Running
166,37.9,98,8,Running
139,38,93,10,Running
158,37.2,98,8,Running
143,37.4,93,8,Running
174,37.4,97,10,Running
163,37.6,94,9,Running
156,37.2,98,8,Running
139,37.8,96,9,Running
175,37.4,94,8,Running
133,37.2,95,8,Running
138,37.8,98,8,Running
129,37.7,93,8,Running
130,37.2,95,8,Running
154,37.9,98,10,Running
175,37.3,92,9,Running
118,37.2,95,2,Stress/Panic
102,37.2,93,3,Stress/Panic
107,36.8,93,4,Stress/Panic
110,36.9,94,2,Stress/Panic
124,36.6,93,4,Stress/Panic
100,36.5,96,3,Stress/Panic
107,37,94,3,Stress/Panic
109,36.8,94,2,Stress/Panic
120,36.7,93,5,Stress/Panic
130,36.6,95,2,Stress/Panic
55,36.1,98,0,Sleeping
52,36.1,97,0,Sleeping
57,36.1,96,0,Sleeping
61,36.1,95,1,Sleeping
60,36.3,99,0,Sleeping
54,36.5,97,1,Sleeping
52,36,99,1,Sleeping
52,36.3,96,0,Sleeping
62,36.1,95,0,Sleeping
53,36.1,99,0,Sleeping
98,37.2,100,3,Post-Workout
114,37.1,97,2,Post-Workout
108,37.1,99,1,Post-Workout
93,37.4,98,3,Post-Workout
98,37.3,99,2,Post-Workout
96,37.1,98,1,Post-Workout
119,37.4,99,2,Post-Workout
109,37.3,97,3,Post-Workout
106,37.5,99,2,Post-Workout
97,37.3,97,3,Post-Workout
86,36.2,76,0,Hypoxia
74,36.6,87,0,Hypoxia
96,36.5,86,2,Hypoxia
64,36.8,82,0,Hypoxia
72,37,83,0,Hypoxia
98,36.3,82,2,Hypoxia
97,36.7,75,0,Hypoxia
64,36.2,75,1,Hypoxia
86,36.4,83,0,Hypoxia
60,36.3,91,1,Hypoxia
97,37.5,100,1,Post-Workout
109,37.2,98,3,Post-Workout
114,37.5,99,2,Post-Workout
116,37.2,98,2,Post-Workout
95,37.2,98,1,Post-Workout
101,37.2,95,3,Post-Workout
107,37,100,2,Post-Workout
97,37.3,95,2,Post-Workout
106,37.3,100,3,Post-Workout
102,37.3,100,3,Post-Workout
100,37.1,96,2,Post-Workout
100,37.2,99,3,Post-Workout
104,37.3,98,3,Post-Workout
120,37.4,98,3,Post-Workout
115,37.1,97,2,Post-Workout
103,37.2,96,1,Post-Workout
100,37.4,98,1,Post-Workout
115,37.2,99,3,Post-Workout
99,37.2,96,2,Post-Workout
109,37.5,99,3,Post-Workout
132,37,91,10,Seizure
137,36.7,95,9,Seizure
104,37.3,95,10,Seizure
127,36.5,90,9,Seizure
126,37.3,91,10,Seizure
125,37.3,95,10,Seizure
123,37,89,9,Seizure
139,37.1,91,10,Seizure
90,36.6,91,10,Seizure
101,36.7,94,9,Seizure
103,36.8,100,4,Walking
106,37,98,5,Walking
110,37,95,6,Walking
80,37.1,95,6,Walking
98,37,100,7,Walking
94,36.8,97,4,Walking
91,37.2,98,4,Walking
103,36.8,100,6,Walking
102,37.1,96,6,Walking
106,37.2,96,6,Walking
174,37,93,10,Running
177,37.6,95,9,Running
154,37.2,97,8,Running
174,37.1,94,10,Running
169,37.6,93,10,Running
123,37.7,96,9,Running
129,37.3,97,8,Running
133,37.7,97,10,Running
133,37.9,96,8,Running
162,37.8,98,10,Running
67,36.9,84,2,Hypoxia
97,36.6,70,0,Hypoxia
87,36.6,90,0,Hypoxia
99,36.5,70,2,Hypoxia
86,36.4,81,2,Hypoxia
74,36.9,84,2,Hypoxia
63,36.1,79,0,Hypoxia
96,36.5,81,1,Hypoxia
87,36.8,78,1,Hypoxia
66,36.6,75,0,Hypoxia
60,36.9,99,3,Awake/Idle
69,36.5,100,2,Awake/Idle
70,36.5,97,3,Awake/Idle
77,36.5,97,1,Awake/Idle
71,36.9,100,2,Awake/Idle
64,36.5,95,1,Awake/Idle
70,36.9,100,2,Awake/Idle
74,36.7,99,2,Awake/Idle
62,36.8,96,3,Awake/Idle
75,36.6,97,3,Awake/Idle
99,37.4,100,1,Post-Workout
107,37.2,97,2,Post-Workout
120,37.3,97,3,Post-Workout
110,37.3,95,2,Post-Workout
90,37.3,96,1,Post-Workout
100,37.4,97,1,Post-Workout
103,37.4,96,2,Post-Workout
103,37.3,95,2,Post-Workout
94,37.2,95,2,Post-Workout
92,37.2,100,2,Post-Workout
125,37.6,98,8,Running
142,37.6,97,8,Running
170,37.3,93,9,Running
159,37.3,98,9,Running
133,37.5,93,9,Running
165,37.5,98,10,Running
139,37.5,98,8,Running
137,37.9,93,8,Running
168,37.3,95,10,Running
165,37,94,8,Running
96,37.2,97,2,Post-Workout
99,37.5,98,2,Post-Workout
97,37.2,96,2,Post-Workout
116,37.2,99,3,Post-Workout
116,37.1,95,2,Post-Workout
90,37.1,99,3,Post-Workout
96,37.1,95,2,Post-Workout
114,37.2,96,3,Post-Workout
113,37.3,99,3,Post-Workout
110,37.3,100,2,Post-Workout
64,36.7,71,2,Hypoxia
70,36,86,0,Hypoxia
73,36,71,1,Hypoxia
62,36.9,91,0,Hypoxia
64,36.3,73,0,Hypoxia
83,36.6,82,1,Hypoxia
85,36.2,88,0,Hypoxia
67,36.6,89,1,Hypoxia
69,36.5,84,0,Hypoxia
65,36.7,78,0,Hypoxia
52,36.2,97,1,Sleeping
62,36.4,99,1,Sleeping
51,36.3,96,0,Sleeping
52,36.3,95,0,Sleeping
52,36.3,97,1,Sleeping
50,36.4,97,1,Sleeping
54,36.5,100,0,Sleeping
61,36.5,100,0,Sleeping
59,36.4,98,1,Sleeping
51,36.4,97,1,Sleeping
179,37.1,93,9,Running
150,37.7,94,10,Running
140,37.7,96,10,Running
134,37.5,96,8,Running
174,37.2,97,8,Running
166,37.4,93,9,Running
123,37.2,95,10,Running
146,37.2,95,10,Running
156,37.9,97,9,Running
145,37.2,92,9,Running
122,37.3,91,10,Seizure
105,36.7,90,10,Seizure
139,37.1,89,10,Seizure
119,36.8,89,9,Seizure
106,36.7,94,9,Seizure
112,36.8,88,10,Seizure
107,36.6,92,10,Seizure
121,36.9,93,10,Seizure
128,36.8,90,10,Seizure
137,36.6,91,9,Seizure
97,36.9,71,2,Hypoxia
60,36.5,71,1,Hypoxia
81,36.3,86,1,Hypoxia
69,36.2,83,0,Hypoxia
68,36.8,72,2,Hypoxia
62,36.7,91,1,Hypoxia
78,36.4,76,1,Hypoxia
68,36.4,74,2,Hypoxia
99,36.7,88,0,Hypoxia
96,36.5,85,2,Hypoxia
94,36.8,96,6,Walking
85,37.1,96,5,Walking
110,36.8,98,7,Walking
103,36.9,97,5,Walking
107,36.9,97,6,Walking
100,37.2,97,4,Walking
106,37.1,100,4,Walking
106,36.8,97,7,Walking
96,36.9,100,5,Walking
105,36.9,95,6,Walking
70,36.8,95,1,Meditation
58,36.5,98,0,Meditation
52,36.8,100,0,Meditation
68,36.6,99,0,Meditation
69,36.6,95,0,Meditation
59,36.6,96,0,Meditation
54,36.8,96,1,Meditation
56,36.6,98,0,Meditation
56,36.6,95,0,Meditation
58,36.7,97,1,Meditation
93,37.3,90,9,Seizure
131,37,94,10,Seizure
122,36.7,92,10,Seizure
110,36.7,92,10,Seizure
103,36.5,92,10,Seizure
106,37.5,88,9,Seizure
135,36.5,88,10,Seizure
138,36.6,95,9,Seizure
96,37.5,88,10,Seizure
120,36.7,93,9,Seizure
110,37.1,96,3,Stress/Panic
116,36.7,94,4,Stress/Panic
124,36.7,94,4,Stress/Panic
104,36.8,94,4,Stress/Panic
122,37.1,96,5,Stress/Panic
110,36.8,93,3,Stress/Panic
124,36.9,95,3,Stress/Panic
130,36.8,93,3,Stress/Panic
107,37,96,3,Stress/Panic
120,37.1,94,2,Stress/Panic
126,37.1,95,2,Stress/Panic
102,36.6,94,2,Stress/Panic
120,36.8,95,3,Stress/Panic
102,36.7,94,3,Stress/Panic
123,37.1,93,4,Stress/Panic
106,36.8,96,5,Stress/Panic
115,37,93,2,Stress/Panic
115,36.8,96,4,Stress/Panic
100,37,96,3,Stress/Panic
109,37.1,94,2,Stress/Panic
70,36.9,99,2,Awake/Idle
73,37,100,3,Awake/Idle
79,36.7,96,3,Awake/Idle
69,36.9,99,2,Awake/Idle
80,36.6,99,3,Awake/Idle
68,36.9,99,3,Awake/Idle
72,36.6,95,3,Awake/Idle
72,36.9,100,2,Awake/Idle
65,36.5,98,1,Awake/Idle
72,36.7,97,1,Awake/Idle
107,36.7,95,7,Walking
94,36.8,95,7,Walking
88,37,95,7,Walking
106,37.1,97,5,Walking
84,36.9,98,7,Walking
106,37.1,96,4,Walking
108,37.1,100,4,Walking
91,37.2,95,6,Walking
95,37.1,97,4,Walking
90,37,99,5,Walking
37,35.7,93,0,Fainting
58,35.9,88,0,Fainting
34,36.2,86,1,Fainting
36,36.1,95,0,Fainting
41,36.1,93,0,Fainting
52,35.8,95,0,Fainting
42,35.9,92,0,Fainting
40,35.7,93,0,Fainting
59,36,94,0,Fainting
36,36.4,87,1,Fainting
92,37,99,7,Walking
106,37.1,95,5,Walking
106,37,95,5,Walking
85,37,96,7,Walking
96,37,99,4,Walking
86,36.9,100,7,Walking
102,36.8,98,7,Walking
84,37.2,97,7,Walking
81,37.2,98,6,Walking
103,37.1,99,5,Walking
64,36.4,72,0,Hypoxia
71,36.1,91,1,Hypoxia
77,36,80,0,Hypoxia
86,36.7,84,2,Hypoxia
87,36.1,84,1,Hypoxia
99,36.9,88,1,Hypoxia
87,36.7,89,0,Hypoxia
100,36.3,81,0,Hypoxia
75,36.1,79,1,Hypoxia
63,36,72,0,Hypoxia
50,36.1,98,0,Sleeping
53,36.4,95,0,Sleeping
52,36.4,95,0,Sleeping
61,36.6,100,1,Sleeping
58,36.5,95,1,Sleeping
57,36.2,96,1,Sleeping
61,36.1,97,0,Sleeping
64,36.1,97,0,Sleeping
51,36.1,96,0,Sleeping
56,36.5,100,1,Sleeping
64,36.4,96,0,Sleeping
64,36.2,99,0,Sleeping
65,36.4,95,0,Sleeping
57,36.6,95,0,Sleeping
50,36.6,96,1,Sleeping
54,36.4,98,1,Sleeping
56,36.5,98,0,Sleeping
64,36.5,96,1,Sleeping
61,36.5,100,0,Sleeping
61,36.3,95,0,Sleeping
175,37.1,95,9,Running
141,37.7,98,9,Running
154,37.7,92,10,Running
171,37.1,98,10,Running
135,37.3,95,9,Running
150,37.3,92,9,Running
136,37.7,93,10,Running
128,38,92,8,Running
157,37.6,96,9,Running
164,37.6,92,10,Running
88,36.8,99,7,Walking
80,36.8,97,4,Walking
109,36.9,96,4,Walking
92,37.1,97,6,Walking
110,37,95,5,Walking
106,37.2,98,7,Walking
104,37.2,99,7,Walking
92,37.1,98,5,Walking
84,37.1,96,4,Walking
88,37.1,97,5,Walking
102,36.9,99,5,Walking
90,36.7,100,6,Walking
105,37.1,99,6,Walking
83,37.1,96,6,Walking
86,36.8,97,4,Walking
109,37.2,99,7,Walking
97,36.8,97,7,Walking
94,37.1,96,4,Walking
93,37.2,96,5,Walking
110,36.8,97,4,Walking
108,36.8,99,6,Walking
104,37.1,99,6,Walking
90,37,100,4,Walking
86,37,99,4,Walking
83,36.8,97,4,Walking
110,36.7,95,4,Walking
91,37.1,98,7,Walking
104,36.9,99,7,Walking
92,36.7,95,7,Walking
100,36.8,99,5,Walking
79,36.1,89,1,Hypoxia
98,36.1,83,0,Hypoxia
64,36.2,72,1,Hypoxia
90,36.5,74,2,Hypoxia
79,36.9,74,2,Hypoxia
80,36.5,87,0,Hypoxia
93,36.8,82,1,Hypoxia
96,36.5,71,1,Hypoxia
92,36.9,77,0,Hypoxia
85,36.6,70,2,Hypoxia
114,37.1,97,3,Post-Workout
115,37.3,97,2,Post-Workout
95,37.1,100,2,Post-Workout
98,37,97,1,Post-Workout
90,37.2,95,1,Post-Workout
92,37.2,100,1,Post-Workout
97,37.4,99,2,Post-Workout
110,37.1,96,2,Post-Workout
102,37.3,99,2,Post-Workout
116,37.3,99,2,Post-Workout
119,36.6,95,4,Stress/Panic
126,36.9,96,2,Stress/Panic
125,37,94,5,Stress/Panic
124,36.6,93,3,Stress/Panic
106,36.9,95,4,Stress/Panic
128,36.7,96,4,Stress/Panic
121,37,93,4,Stress/Panic
102,37,94,2,Stress/Panic
100,36.7,96,5,Stress/Panic
103,37,96,3,Stress/Panic
101,36.8,98,5,Walking
95,37,96,7,Walking
99,37,99,5,Walking
110,37.1,98,4,Walking
100,37,98,5,Walking
105,36.9,95,7,Walking
100,37.1,98,4,Walking
96,36.8,98,7,Walking
97,36.8,100,7,Walking
96,36.9,96,6,Walking
62,36.6,84,1,Hypoxia
86,36.7,74,0,Hypoxia
89,36.9,88,2,Hypoxia
62,36,77,0,Hypoxia
92,36.3,79,0,Hypoxia
70,36.5,71,0,Hypoxia
91,36.3,88,2,Hypoxia
86,36.8,79,2,Hypoxia
97,36.4,71,1,Hypoxia
63,36.2,90,0,Hypoxia
58,36.6,95,1,Sleeping
52,36.4,100,1,Sleeping
54,36.1,95,0,Sleeping
57,36.2,100,1,Sleeping
63,36.4,98,0,Sleeping
60,36.4,99,1,Sleeping
59,36.4,100,1,Sleeping
60,36.1,97,0,Sleeping
57,36.4,96,1,Sleeping
64,36.6,95,1,Sleeping
68,36.8,95,1,Awake/Idle
67,37,96,3,Awake/Idle
80,36.5,96,3,Awake/Idle
61,36.8,95,2,Awake/Idle
64,36.7,99,2,Awake/Idle
